Volcano_Number,Volcano_Name,Primary_Volcano_Type,Latitude,Longitude,Elevation
282100,Shimabara,Thermal of Unzendake,NULL,NULL,NULL
283031,Shimagareyama,Dome of Yokodake,NULL,NULL,NULL
282100,Shimanomine,Dome of Unzendake,NULL,NULL,NULL
305050,Shimenzishan,Cone of Longgang Group,NULL,NULL,NULL
283070,Shimobori,Crater of Yakedake,NULL,NULL,NULL
282130,Shin-Beppu,Thermal of Yufu-Tsurumi,NULL,NULL,NULL
282050,Shindake,Stratovolcano of Kuchinoerabujima,NULL,NULL,NULL
283030,Shin-Fuji,Stratovolcano of Fujisan,NULL,NULL,NULL
285050,Shin-Funkako,Crater of Tokachidake,NULL,NULL,NULL
284130,Shin-Io-jima,Synonym of Fukutoku-Oka-no-Ba,NULL,NULL,NULL
284130,Shin-Iwo-jima,Synonym of Fukutoku-Oka-no-Ba,NULL,NULL,NULL
282060,Shin-Iwo-jima,Synonym of Showa Iojima,NULL,NULL,NULL
284040,Shinmio,Maar of Miyakejima,NULL,NULL,NULL
284040,Shinmiyo-ike,Crater of Miyakejima,NULL,NULL,NULL
282090,Shinmoedake,Stratovolcano of Kirishimayama,NULL,NULL,NULL
283040,Shino-ike,Crater of Ontakesan,NULL,NULL,NULL
282130,Shino-yu,Thermal of Yufu-Tsurumi,NULL,NULL,NULL
290190,Shinsheridake,Synonym of Prevo Peak,NULL,NULL,NULL
290190,Shinshiru Fuji,Synonym of Prevo Peak,NULL,NULL,NULL
290161,Shinshiru-dake,Synonym of Goriaschaia Sopka,NULL,NULL,NULL
283100,Shin-yama,Synonym of Myokosan,NULL,NULL,NULL
283220,Shin-zan,Dome of Chokaisan,NULL,NULL,NULL
283143,Shiobara,Caldera of Takaharayama,NULL,NULL,NULL
311300,Ship Rock,Former dome of Bogoslof,NULL,NULL,NULL
234060,Ship Rock,Tuff cone of Prince Edward Island,NULL,NULL,NULL
284041,Shipunegamori,Dome of Mikurajima,NULL,NULL,NULL
283120,Shirahata Hot Springs,Hot Spring of Kusatsu-Shiranesan,NULL,NULL,NULL
283190,Shiraishi-dake,Synonym of Zaozan [Zaosan],NULL,NULL,NULL
283070,Shiramizu,Crater of Yakedake,NULL,NULL,NULL
284080,Shirane,Submarine cone of Sumisujima,NULL,NULL,NULL
283120,Shiranesan,Cone of Kusatsu-Shiranesan,NULL,NULL,NULL
283140,Shirane-san,Dome of Nikko-Shiranesan,NULL,NULL,NULL
283120,Shiranezawa,Thermal of Kusatsu-Shiranesan,NULL,NULL,NULL
283010,Shiranutanoike,Maar of Izu-Tobu,NULL,NULL,NULL
283070,Shiratani-yama,Stratovolcano of Yakedake,NULL,NULL,NULL
282090,Shiratoriyama,Stratovolcano of Kirishimayama,NULL,NULL,NULL
244050,Wallis Islands,Shield(s),-13.3,-176.17,143
285090,Shiretoko-Iozan,Stratovolcano of Shiretoko-Iozan,NULL,NULL,NULL
285090,Shiretoko-Io-zan,Synonym of Shiretoko-Iozan,NULL,NULL,NULL
285090,Shiretoko-Iwo-zan,Synonym of Shiretoko-Iozan,NULL,NULL,NULL
360150,Soufriere St. Vincent,Stratovolcano,13.33,-61.18,1220
290340,Shiriyajiri-dake,Synonym of Fuss Peak,NULL,NULL,NULL
290340,Shiriyaziri,Synonym of Fuss Peak,NULL,NULL,NULL
285050,Shirogane,Thermal of Tokachidake,NULL,NULL,NULL
300170,Shirokoe Plateau,Dome of Uzon,NULL,NULL,NULL
283030,Shirotsuka,Cone of Fujisan,NULL,NULL,NULL
261220,Kaba,Stratovolcano,-3.522,102.615,1940
342130,Moyuta,Stratovolcano,14.03,-90.1,1662
300511,Shishejka,Synonym of Shisheika,NULL,NULL,NULL
352005,Mojanda,Stratovolcano(es),0.13,-78.27,4263
282090,Shishidodake,Stratovolcano of Kirishimayama,NULL,NULL,NULL
343001,"Shiste, Cerro el",Lava cone of San Diego,NULL,NULL,NULL
283001,Shiun-zan,Pyroclastic cone of Abu,NULL,NULL,NULL
300270,Shiveluch,Synonym of Sheveluch,NULL,NULL,NULL
302070,Shivit-Tayga,Stratovolcano of Azas Plateau,NULL,NULL,NULL
300260,Shmalev,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
241020,Shoal Bay,Tuff cone of Auckland Volcanic Field,NULL,NULL,NULL
290070,Sho-Chirippu,Synonym of Etorofu-Yakeyama [Grozny Group],NULL,NULL,NULL
282070,Sho-Fuji,Synonym of Kaimondake,NULL,NULL,NULL
300230,Shohapinsky,Synonym of Kizimen,NULL,NULL,NULL
283290,Shojiyama,Dome of Osorezan,NULL,NULL,NULL
283290,Shoji-yama,Synonym of Shojiyama,NULL,NULL,NULL
325010,Shoshone Geyser Basin,Geyser of Yellowstone,NULL,NULL,NULL
324010,Shoshone Lava Field,Synonym of Black Butte Crater Lava Field,NULL,NULL,NULL
357130,Shoshuenco,Synonym of Choshuenco,NULL,NULL,NULL
323020,Shotgun Peak,Cone of Medicine Lake,NULL,NULL,NULL
223020,Shove,Cone of Nyamuragira,NULL,NULL,NULL
282080,Showa,Crater of Aira,NULL,NULL,NULL
285050,Showa,Crater of Tokachidake,NULL,NULL,NULL
282060,Showa Iojima,Dome of Kikai,NULL,NULL,NULL
282060,Showa-Iwo-jima,Synonym of Showa Iojima,NULL,NULL,NULL
285030,Showashinzan,Dome of Toya,NULL,NULL,NULL
285030,Showa-Shinzan,Synonym of Showashinzan,NULL,NULL,NULL
223020,Shuli,Cone of Nyamuragira,NULL,NULL,NULL
300120,Shupanowskij,Synonym of Zhupanovsky,NULL,NULL,NULL
231160,Shuqra Volcanic Field,"Synonym of Sawad, Harra Es-",NULL,NULL,NULL
283200,Shurado,Crater of Naruko,NULL,NULL,NULL
311360,Shushaldinskaya,Synonym of Shishaldin,NULL,NULL,NULL
322090,Siah Butte,Pyroclastic cone of Bachelor,NULL,NULL,NULL
263140,Siang,Crater of Galunggung,NULL,NULL,NULL
281032,Siangtian,Dome of Tatun Volcanic Group,NULL,NULL,NULL
281032,Siaoguanyin,Dome of Tatun Volcanic Group,NULL,NULL,NULL
281032,Siaoyoukeng,Tuff ring of Tatun Volcanic Group,NULL,NULL,NULL
281032,Siao-you-keng,Thermal of Tatun Volcanic Group,NULL,NULL,NULL
251060,Siassi Island,Synonym of Umboi,NULL,NULL,NULL
261070,Sibajak,Synonym of Sibayak,NULL,NULL,NULL
261090,Sibandung,Caldera of Toba,NULL,NULL,NULL
261120,Sibanggor Djulu,Synonym of Sibangor Julu,NULL,NULL,NULL
261120,Sibangor Julu,Thermal of Sorikmarapi,NULL,NULL,NULL
263200,Sibanteng,Thermal of Dieng Volcanic Complex,NULL,NULL,NULL
261070,Sibayak,Cone of Singkut,NULL,NULL,NULL
341130,Sibinal,Caldera of Tacana,NULL,NULL,NULL
345033,Arenal,Stratovolcano,10.463,-84.703,1670
261110,Sibulaboalie,Synonym of Sibualbuali,NULL,NULL,NULL
271030,Sibuland Spring,Hot Spring of Apo,NULL,NULL,NULL
261090,"Sibutan, Dolok",Stratovolcano of Toba,NULL,NULL,NULL
341060,"Sicuín, Cerro de",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
320060,Sidas,Cone of Edziza,NULL,NULL,NULL
390020,Side Crater,Crater of Erebus,NULL,NULL,NULL
344100,"Sierras, Las",Pleistocene caldera of Masaya,NULL,NULL,NULL
342170,"Siete Cerros, Loma Los",Cone of Chingo,NULL,NULL,NULL
383030,Siete Fuentes,Pyroclastic cone of Tenerife,NULL,NULL,NULL
345034,"Siete, Cerro el",Stratovolcano of Platanar,NULL,NULL,NULL
305011,Sifangshan,Crater - Cone of Arxan-Chaihe,NULL,NULL,NULL
283121,Siga,Synonym of Shiga,NULL,NULL,NULL
263200,Sigadjah,Synonym of Sigajah,NULL,NULL,NULL
244030,Siga'ele,Cone of Upolu,NULL,NULL,NULL
263200,Sigajah,Thermal of Dieng Volcanic Complex,NULL,NULL,NULL
261080,"Sigala, Batu",Crater of Sinabung,NULL,NULL,NULL
263200,Siglagah,Thermal of Dieng Volcanic Complex,NULL,NULL,NULL
263200,Sigluduk,Cone of Dieng Volcanic Complex,NULL,NULL,NULL
323010,Signal Butte,Cone of Shasta,NULL,NULL,NULL
233020,Signal de L'Enclos,"Crater of Fournaise, Piton de la",NULL,NULL,NULL
360020,Signal Hill,"Stratovolcano of Quill, The",NULL,NULL,NULL
373030,Sigolduhraun,Fissure vent of Bardarbunga,NULL,NULL,NULL
311180,Siguam,Synonym of Seguam,NULL,NULL,NULL
376010,Sigurdbreen,Cone - Fissure of Jan Mayen,NULL,NULL,NULL
213010,Siharslan Tepe,Cone of Erciyes Dagi,NULL,NULL,NULL
213020,Sihmiran Tepe,Cone of Nemrut Dagi,NULL,NULL,NULL
263200,Sikidang,Thermal of Dieng Volcanic Complex,NULL,NULL,NULL
284020,Sikine-zima,Synonym of Shikine-jima,NULL,NULL,NULL
285040,Sikotu,Synonym of Shikotsu,NULL,NULL,NULL
263200,Sikunir,Dome of Dieng Volcanic Complex,NULL,NULL,NULL
222030,Sil,"Synonym of Barrier, The",NULL,NULL,NULL
341000,"Prieto, Cerro",Lava dome,32.418,-115.305,223
263251,Silamuk,Pyroclastic cone of Muria,NULL,NULL,NULL
252090,Silanga Hot Spring,Hot Spring of Sulu Range,NULL,NULL,NULL
273082,Silangan,Cone of Natib,NULL,NULL,NULL
261020,Silawaih Agam,Synonym of Seulawah Agam,NULL,NULL,NULL
341031,Mascota Volcanic Field,Pyroclastic cone(s),20.62,-104.83,2560
252130,Sile,Synonym of Sili,NULL,NULL,NULL
252021,Silenge Island,Cone of Mundua,NULL,NULL,NULL
324020,Silent Cone,Pyroclastic cone of Craters of the Moon,NULL,NULL,NULL
263200,Sileri,Crater of Dieng Volcanic Complex,NULL,NULL,NULL
244010,Sili,Shield volcano of Ofu-Olosega,NULL,NULL,NULL
252130,Sili,Cone - Crater of Lolobau,NULL,NULL,NULL
341061,Silla,Dome of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
341061,"Silla, Cerro la",Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
346030,"Silla, Cerro la","Dome of Valle, El",NULL,NULL,NULL
341098,Sillatepec,"Dome of Cumbres,  Las",NULL,NULL,NULL
342200,"Sillón Abajo, Cerrito el",Lava cone of Chiquimula Volcanic Field,NULL,NULL,NULL
342200,"Sillón, Cerrito el",Lava cone of Chiquimula Volcanic Field,NULL,NULL,NULL
263090,"Siluman, Kawah",Crater of Tangkuban Parahu,NULL,NULL,NULL
341080,"Silva, La",Pyroclastic cone of Chichinautzin,NULL,NULL,NULL
325010,Silver Lake,Dome of Yellowstone,NULL,NULL,NULL
283142,Omanago Group,Lava dome(s),36.795,139.507,2341
211060,"Silvestri, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
383040,Sima de Jinámar,Pyroclastic cone of Gran Canaria,NULL,NULL,NULL
282100,Simabara,Synonym of Unzendake,NULL,NULL,NULL
231071,"Simagh, Jabal","Maar of Kishb, Harrat",NULL,NULL,NULL
290020,Simanobori,Synonym of Raususan [Mendeleev],NULL,NULL,NULL
355100,"Simba, Volcan",Synonym of Aguas Calientes,NULL,NULL,NULL
222070,"Simbi, Lake",Maar of Homa Mountain,NULL,NULL,NULL
344060,Rota,Stratovolcano,12.55,-86.75,832
261251,Siminyng,"Synonym of Seminung, Gunung",NULL,NULL,NULL
211060,"Simone, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
322070,Sims Butte,Pyroclastic cone of Three Sisters,NULL,NULL,NULL
290190,Simusiru Fudzi,Synonym of Prevo Peak,NULL,NULL,NULL
358012,Sin Nombre,Cone of Cayutué-La Viguería,NULL,NULL,NULL
357060,"Sin Nombre, Crater","Crater of Azul, Cerro",NULL,NULL,NULL
357010,"Sin Nombre, Nevado",Stratovolcano of Tupungatito,NULL,NULL,NULL
261080,Sinaboeng,Synonym of Sinabung,NULL,NULL,NULL
261080,Sinabun,Synonym of Sinabung,NULL,NULL,NULL
382090,Agua de Pau,Stratovolcano,37.77,-25.47,947
360170,"Sinai, Mount",Stratovolcano of St. Catherine,NULL,NULL,NULL
283160,Bandaisan,Stratovolcano,37.601,140.072,1816
290290,Sinarko,Synonym of Sinarka,NULL,NULL,NULL
282050,Sin-dake,Synonym of Shindake,NULL,NULL,NULL
263210,Sindoro,Synonym of Sundoro,NULL,NULL,NULL
261150,Singgalang,Stratovolcano of Tandikat-Singgalang,NULL,NULL,NULL
261090,"Singgalang, Dolok",Cone of Toba,NULL,NULL,NULL
223020,Singiro,Cone of Nyamuragira,NULL,NULL,NULL
222100,Longonot,Stratovolcano,-0.914,36.446,2776
261070,Singkut,Pleistocene caldera of Singkut,NULL,NULL,NULL
303040,Dariganga Volcanic Field,Pyroclastic cone(s),45.754,114.279,1778
283240,Iwatesan,Complex,39.853,141.001,2038
285050,Sin-Hunkako,Synonym of Shin-Funkako,NULL,NULL,NULL
302030,Sini,Cone of Udokan Plateau,NULL,NULL,NULL
284130,Sin-Io-jima,Synonym of Fukutoku-Oka-no-Ba,NULL,NULL,NULL
344120,"Sinitiope, Loma de",Dome of Concepcion,NULL,NULL,NULL
284130,Sin-Iwo-zima,Synonym of Fukutoku-Oka-no-Ba,NULL,NULL,NULL
284040,Sinmiyo,Synonym of Shinmio,NULL,NULL,NULL
282090,Sinmoe-dake,Synonym of Shinmoedake,NULL,NULL,NULL
283040,Sino-ike,Synonym of Shino-ike,NULL,NULL,NULL
222164,Sintumbi,Cone of Ngozi,NULL,NULL,NULL
283220,Sin-zan,Synonym of Shin-zan,NULL,NULL,NULL
290070,Sio Tsirarippu,Synonym of Etorofu-Yakeyama [Grozny Group],NULL,NULL,NULL
244040,Siope,Cone of Savai'i,NULL,NULL,NULL
253060,Siosiorena,Thermal of Dawson Strait Group,NULL,NULL,NULL
263200,Sipandu,Cone of Dieng Volcanic Complex,NULL,NULL,NULL
261090,Sipisopiso,"Synonym of Tandukbenua, Dolok",NULL,NULL,NULL
383010,La Palma,Stratovolcano(es),28.57,-17.83,2426
290200,Sirahata,Synonym of Ketoi,NULL,NULL,NULL
283140,Sirane-san,Synonym of Shirane-san,NULL,NULL,NULL
283070,Siratani-yama,Synonym of Shiratani-yama,NULL,NULL,NULL
282090,Siratori-yama,Synonym of Shiratoriyama,NULL,NULL,NULL
390028,Siren Rock,Cone of Hudson Mountains,NULL,NULL,NULL
290100,Sirenevy,Stratovolcano of Moyorodake [Medvezhia],NULL,NULL,NULL
300110,Sirenevy,Cone of Dzenzursky,NULL,NULL,NULL
285090,Siretoko-io-zan,Synonym of Shiretoko-Iozan,NULL,NULL,NULL
285090,Siretoko-Iwo-zan,Synonym of Shiretoko-Iozan,NULL,NULL,NULL
290340,Siriadziri,Synonym of Fuss Peak,NULL,NULL,NULL
264270,Siroeng,Synonym of Sirung,NULL,NULL,NULL
290200,Sironemuri,Synonym of Ketoi,NULL,NULL,NULL
261160,Talang,Stratovolcano,-0.979,100.681,2575
311360,Sisaguk,Synonym of Shishaldin,NULL,NULL,NULL
300580,Sisel,Synonym of Shishel,NULL,NULL,NULL
282090,Sisido-dake,Synonym of Shishidodake,NULL,NULL,NULL
311360,Sisquk,Synonym of Shishaldin,NULL,NULL,NULL
311360,Sissagjuk,Synonym of Shishaldin,NULL,NULL,NULL
314040,"Sisters, the",Cone of St. Michael,NULL,NULL,NULL
311050,Sitchin,Synonym of Little Sitkin,NULL,NULL,NULL
311120,Sitchin,Synonym of Great Sitkin,NULL,NULL,NULL
329020,Sitgreaves Mountain,Dome of San Francisco Volcanic Field,NULL,NULL,NULL
311050,Sitignak (?),Synonym of Little Sitkin,NULL,NULL,NULL
343050,Sitio Grande,Crater of San Salvador,NULL,NULL,NULL
345020,Sitio Hornillas,Thermal of Rincon de la Vieja,NULL,NULL,NULL
322090,Sitkum Butte,Pyroclastic cone of Bachelor,NULL,NULL,NULL
323020,Six Shooter Butte,Cone of Medicine Lake,NULL,NULL,NULL
271060,Siyut,Synonym of Ragang,NULL,NULL,NULL
271040,Siyut,Synonym of Makaturing,NULL,NULL,NULL
300260,Sizmos,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
300050,Sjadukta,Synonym of Ksudach,NULL,NULL,NULL
370010,Sjonarholl,Cone of Snaefellsjokull,NULL,NULL,NULL
373010,Skafta,Synonym of Laki,NULL,NULL,NULL
371020,Skalafell,Shield volcano of Reykjanes,NULL,NULL,NULL
373060,Skalaralda,Crater of Askja,NULL,NULL,NULL
300080,Skalistaya,Dome of Opala,NULL,NULL,NULL
373010,Skaptarjökull,Synonym of Laki,NULL,NULL,NULL
371050,Skardsmyrarhraun,Crater Row of Hengill,NULL,NULL,NULL
212040,Skaros,Shield volcano of Santorini,NULL,NULL,NULL
373030,Skeifuhraun,Fissure vent of Bardarbunga,NULL,NULL,NULL
372020,Skerjahraun,Fissure vent of Eyjafjallajokull,NULL,NULL,NULL
323080,Ski Heil Peak,Dome of Lassen Volcanic Center,NULL,NULL,NULL
241030,Skinner Hill,Dome of Taranaki,NULL,NULL,NULL
373070,Skjaldbaka,Shield volcano of Fremrinamar,NULL,NULL,NULL
371070,Skjaldbreidur,Shield volcano of Prestahnukur,NULL,NULL,NULL
371070,Skoflunger,Shield volcano of Prestahnukur,NULL,NULL,NULL
372010,Skotuhryggur,Submarine crater of Vestmannaeyjar,NULL,NULL,NULL
376010,Skrukkefjellet,Dome of Jan Mayen,NULL,NULL,NULL
376010,Skrukkelia,Cone - Fissure of Jan Mayen,NULL,NULL,NULL
373070,Skuggadyngja,Shield volcano of Fremrinamar,NULL,NULL,NULL
300260,Skuridin,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
370030,Skyrtunna,Crater of Ljosufjoll,NULL,NULL,NULL
257020,Sladen Boiling Springs,Hot Spring of Gaua,NULL,NULL,NULL
320811,Slag Hill,Dome of Cayley Volcanic Field,NULL,NULL,NULL
320811,Slag Hill Tuya,Tuya of Cayley Volcanic Field,NULL,NULL,NULL
263180,Slamat,Synonym of Slamet,NULL,NULL,NULL
341096,Cofre de Perote,Shield(s),19.492,-97.15,4282
371040,Slattudalshraun,Crater Row of Brennisteinsfjoll,NULL,NULL,NULL
320060,Sleet,Cone of Edziza,NULL,NULL,NULL
372050,Slettahraun,Fissure vent of Torfajokull,NULL,NULL,NULL
390028,Slusher Nunatak,Cone of Hudson Mountains,NULL,NULL,NULL
300260,Slyunin,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
370030,Smahraunakula,Cone of Ljosufjoll,NULL,NULL,NULL
241020,Smales Hill,Synonym of Otara Hill,NULL,NULL,NULL
241020,"Smart, Mount",Cone of Auckland Volcanic Field,NULL,NULL,NULL
214080,Smbatassar,Pyroclastic cone of Vaiyots-Sar,NULL,NULL,NULL
259010,Smeaton Hill,Cone of Newer Volcanics Province,NULL,NULL,NULL
263300,Smeroe,Synonym of Semeru,NULL,NULL,NULL
263300,Smeru,Synonym of Semeru,NULL,NULL,NULL
290021,Smilnov,Synonym of Smirnov,NULL,NULL,NULL
290021,Smirnov,Stratovolcano of Ruruidake [Smirnov],NULL,NULL,NULL
290021,Smirnov,Synonym of Ruruidake [Smirnov],NULL,NULL,NULL
263300,Smiroe,Synonym of Semeru,NULL,NULL,NULL
212040,Smith,Dome of Santorini,NULL,NULL,NULL
321040,Smith Butte,Pyroclastic cone of Adams,NULL,NULL,NULL
242030,Smith Crater,Crater of Raoul Island,NULL,NULL,NULL
284080,Smith Rocks,Synonym of Sumisujima,NULL,NULL,NULL
274030,Smith Volcano,Pyroclastic cone of Babuyan Claro,NULL,NULL,NULL
311360,Smoking Moses,Synonym of Shishaldin,NULL,NULL,NULL
312130,Smoky Mountain,Synonym of Ugashik-Peulik,NULL,NULL,NULL
211070,Smyt Bank I,Submarine crater of Campi Flegrei del Mar di Sicilia,NULL,NULL,NULL
211070,Smyt Bank II,Submarine crater of Campi Flegrei del Mar di Sicilia,NULL,NULL,NULL
264270,Sirung,Complex,-8.508,124.13,862
285032,Yoteizan,Stratovolcano,42.827,140.812,1888
374020,Snaehetta,Stratovolcano of Esjufjoll,NULL,NULL,NULL
371090,Snaekollur,Dome of Hofsjokull,NULL,NULL,NULL
323020,Snag Hill,Cone of Medicine Lake,NULL,NULL,NULL
221210,Boset-Bericha,Stratovolcano(es),8.558,39.475,2447
300660,Snezhnaya,Synonym of Snezhniy,NULL,NULL,NULL
351020,"Ruiz, Nevado del",Stratovolcano,4.892,-75.324,5279
321040,Snipes Mountain,Pyroclastic cone of Adams,NULL,NULL,NULL
320090,Snippaker Creek,Cone of Iskut-Unuk River Cones,NULL,NULL,NULL
290150,Snou,Synonym of Snow,NULL,NULL,NULL
290150,Snow,Stratovolcano of Chirpoi,NULL,NULL,NULL
320060,Snowshoe Lava Field,Vent of Edziza,NULL,NULL,NULL
221191,Beru,Volcanic field,8.95,39.75,1100
251060,Soal,Stratovolcano of Umboi,NULL,NULL,NULL
300140,Soboliny,Caldera of Maly Semyachik,NULL,NULL,NULL
225020,Sobor,"Synonym of Voon, Tarso",NULL,NULL,NULL
225020,Soborom,"Thermal of Voon, Tarso",NULL,NULL,NULL
225020,Sobouroun,"Synonym of Voon, Tarso",NULL,NULL,NULL
211030,Ischia,Complex,40.73,13.897,789
341080,"Sochól, Cerro",Cone of Chichinautzin,NULL,NULL,NULL
383020,Hierro,Shield,27.73,-18.03,1500
341130,Soconusco,Synonym of Tacana,NULL,NULL,NULL
305020,Keluo Group,Pyroclastic cone(s),49.37,125.92,670
360110,"Socrière, La","Dome of Plat Pays, Morne",NULL,NULL,NULL
233011,Ambre-Bobaomby,Volcanic field,-12.6,49.15,1475
321060,Soda Peak,Pyroclastic cone of West Crater,NULL,NULL,NULL
213003,Gollu Dag,Lava dome,38.25,34.57,2143
263340,Soeket,Synonym of Suket,NULL,NULL,NULL
261160,Soelasih,Synonym of Talang,NULL,NULL,NULL
372030,Soelheimajokull,Synonym of Katla,NULL,NULL,NULL
261180,Soembing,Synonym of Sumbing,NULL,NULL,NULL
263220,Soembing,Synonym of Sumbing,NULL,NULL,NULL
263090,Soenda Caldera,Synonym of Sunda Caldera,NULL,NULL,NULL
263210,Soendoro,Synonym of Sundoro,NULL,NULL,NULL
306040,Soengpanack,Vent of Halla,NULL,NULL,NULL
261270,Soeoh-Senke,Synonym of Suoh,NULL,NULL,NULL
222166,Rungwe,Stratovolcano,-9.135,33.668,2953
290030,Sofunobori,Synonym of Chachadake [Tiatia],NULL,NULL,NULL
371030,Sogagigir,Crater Row of Krysuvik,NULL,NULL,NULL
284091,Sohu-gan,Synonym of Sofugan,NULL,NULL,NULL
302070,Soi-Tayga,Cone of Azas Plateau,NULL,NULL,NULL
261020,Solawaik Agam,Synonym of Seulawah Agam,NULL,NULL,NULL
211010,Solchiaro,Tuff ring of Campi Flegrei,NULL,NULL,NULL
342120,"Soledad, Cerro la",Dome of Tecuamburro,NULL,NULL,NULL
211010,Solfatara,Crater of Campi Flegrei,NULL,NULL,NULL
273083,Solfatara Pool,Thermal of Pinatubo,NULL,NULL,NULL
383020,Soliman,Pyroclastic cone of Hierro,NULL,NULL,NULL
341060,Solís,Maar of Michoacan-Guanajuato,NULL,NULL,NULL
341082,"Solitario, El",Dome of Iztaccíhuatl,NULL,NULL,NULL
371080,Solkatla,Shield volcano of Langjokull,NULL,NULL,NULL
371080,Sólkatla,Crater of Langjokull,NULL,NULL,NULL
341002,San Quintin Volcanic Field,Pyroclastic cone(s),30.468,-115.996,260
355131,"Solo, Cerro","Synonym of Solo, El",NULL,NULL,NULL
268062,Mare,Stratovolcano,0.57,127.4,308
261020,Solowa Agam,Synonym of Seulawah Agam,NULL,NULL,NULL
264270,Sombutang,Crater of Sirung,NULL,NULL,NULL
360150,Somma Crater,Crater of Soufriere St. Vincent,NULL,NULL,NULL
211020,"Somma, Monte",Stratovolcano of Vesuvius,NULL,NULL,NULL
211050,"Sommata, La",Cone of Vulcano,NULL,NULL,NULL
211020,Somma-Vesuviana,Synonym of Vesuvius,NULL,NULL,NULL
211060,"Sona, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
268073,Songa,Cone - Crater of Bibinoi,NULL,NULL,NULL
306040,Songaksan,Tuff ring of Halla,NULL,NULL,NULL
264010,Songan,Dome of Batur,NULL,NULL,NULL
222160,Songe,Dome of Meru,NULL,NULL,NULL
233020,Sonne Cone,"Cone of Fournaise, Piton de la",NULL,NULL,NULL
357150,"Sopas, Las",Thermal of Puyehue-Cordon Caulle,NULL,NULL,NULL
300280,Sopochnaia,Synonym of Ichinsky,NULL,NULL,NULL
266030,Sopoetan,Synonym of Soputan,NULL,NULL,NULL
354004,Soporo,Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
300280,Sopotschnaja,Synonym of Ichinsky,NULL,NULL,NULL
341130,Tacana,Stratovolcano,15.132,-92.109,4064
221103,Sorcali,Synonym of Sork Ale,NULL,NULL,NULL
221102,Sorc-ali,Synonym of Mallahle,NULL,NULL,NULL
221102,Sorc-alli,Synonym of Mallahle,NULL,NULL,NULL
265070,Sorea,Synonym of Serua,NULL,NULL,NULL
261120,Sorieq Berapi,Synonym of Sorikmarapi,NULL,NULL,NULL
261121,Sorikmalintang,Synonym of Malintang,NULL,NULL,NULL
352080,Tungurahua,Stratovolcano,-1.467,-78.442,5023
261120,Sorikmerapi,Synonym of Sorikmarapi,NULL,NULL,NULL
257010,Soritimeat,Synonym of Suretamatai,NULL,NULL,NULL
376010,Sor-Jan,Cone of Jan Mayen,NULL,NULL,NULL
261070,Singkut,Caldera(s),3.248,98.501,2181
263231,Soropati,Stratovolcano of Telomoyo,NULL,NULL,NULL
302070,Sorug Chushku-Uzu,Shield volcano of Azas Plateau,NULL,NULL,NULL
341060,"Sosal, Cerro el",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
300240,Sosed,Pyroclastic cone of Tolbachik,NULL,NULL,NULL
357023,"Sosneado, Volcán","Stratovolcano of Atuel, Caldera del",NULL,NULL,NULL
225010,"Sosso, Ehi","Stratovolcano of Tousside, Tarso",NULL,NULL,NULL
241070,Taupo,Caldera,-38.82,176,760
261131,Sarik-Gajah,Pyroclastic cone(s),0.074,100.189,737
273044,Malindig,Stratovolcano,13.24,122.018,1157
360150,Soufrière Saint Vincent,Synonym of Soufriere St. Vincent,NULL,NULL,NULL
343020,Santa Ana,Stratovolcano,13.853,-89.63,2381
360140,Soufrière Volcanic Centre,Synonym of Qualibou,NULL,NULL,NULL
360060,"Soufrière, La",Dome of Soufrière Guadeloupe,NULL,NULL,NULL
285060,Sounkyo,Thermal of Taisetsuzan,NULL,NULL,NULL
283020,Sounzan,Thermal of Hakoneyama,NULL,NULL,NULL
325010,Sour Creek,Dome of Yellowstone,NULL,NULL,NULL
390080,"Sourabaya, Mount",Cone of Bristol Island,NULL,NULL,NULL
320070,Source Hill,Fissure vent of Spectrum Range,NULL,NULL,NULL
257010,Souretamati,Synonym of Suretamatai,NULL,NULL,NULL
322060,South Belknap,Pyroclastic cone of Belknap,NULL,NULL,NULL
321040,South Butte,Pyroclastic cone of Adams,NULL,NULL,NULL
322020,South Cinder Peak,Pyroclastic cone of Jefferson,NULL,NULL,NULL
323120,South Coulee,Dome of Mono-Inyo Craters,NULL,NULL,NULL
252140,South Daughter,Synonym of Turangunan,NULL,NULL,NULL
360170,South East Mountain,Stratovolcano of St. Catherine,NULL,NULL,NULL
323170,South Fork,Pyroclastic cone of Golden Trout Creek,NULL,NULL,NULL
322040,South Group,Pyroclastic cone of Sand Mountain Field,NULL,NULL,NULL
371090,South Hottur,Dome of Hofsjokull,NULL,NULL,NULL
268051,Jailolo,Stratovolcano,1.08,127.439,993
